,YearMonth,Tonnes
3983,202408.0,2.21
3984,202410.0,0.165
3985,202410.0,0.099
3986,202410.0,0.216
3987,202410.0,0.324
3988,202410.0,0.432
3989,202410.0,0.324
3990,202409.0,0.664
3991,202409.0,0.763
3992,202409.0,
3993,202409.0,
3994,202409.0,0.41
3995,202409.0,0.594
3996,202409.0,
3997,202408.0,
3998,202408.0,
3999,202408.0,
4000,202408.0,1.1
4001,202408.0,
4002,202409.0,0.10959999999999999
4003,202409.0,0.416
4004,202409.0,0.416
4005,202409.0,0.44
4006,202409.0,0.44
4007,202409.0,0.38
4008,202408.0,
4009,202408.0,
4010,202408.0,
4011,202408.0,
4012,202408.0,
4045,202408.0,
4046,202408.0,0.6
4047,202408.0,1.2415999999999998
4048,202408.0,0.77
4049,202408.0,1.1
4050,202408.0,0.312
4051,202408.0,
4052,202408.0,0.032
4053,202408.0,
4054,202408.0,
4055,202408.0,
4056,202408.0,0.504
4057,202408.0,
4058,202408.0,0.81
4059,202411.0,0.208
4060,202411.0,0.52
4061,202411.0,1.12
4062,202411.0,0.46
4063,202408.0,
4064,202408.0,
4065,202408.0,
4066,202408.0,0.39
4067,202408.0,0.264
4068,202408.0,0.264
4069,202408.0,
4070,202409.0,
4071,202409.0,
4072,202409.0,
4073,202409.0,0.032
4074,202408.0,
4075,202409.0,0.378
4076,202409.0,0.08
4077,202409.0,0.4248
4078,202409.0,
4079,202409.0,
4080,202409.0,
4081,202409.0,0.15519999999999998
4082,202409.0,1.5028000000000001
4083,202409.0,
4084,202409.0,
4085,202409.0,0.032
4086,202409.0,0.032
4087,202409.0,2.2984
4088,202409.0,2.2984
4089,202409.0,0.032
4090,202409.0,0.11
4091,202409.0,0.082
4092,202409.0,0.09259999999999999
4093,202409.0,0.57
4094,202409.0,0.28
4095,202409.0,0.134
4096,202409.0,0.268
4097,202409.0,
4098,202409.0,
4099,202408.0,0.45
4100,202408.0,0.45
4101,202408.0,0.564
4102,202408.0,0.55
4103,202408.0,0.108
4104,202409.0,0.354
4105,202409.0,0.354
4106,202409.0,0.354
4107,202409.0,
4268,202409.0,0.48640000000000005
4269,202409.0,0.664
4270,202409.0,0.13439999999999996
4271,202409.0,0.72
4272,202410.0,0.336
4273,202410.0,0.336
4274,202410.0,0.184
4275,202410.0,0.552
4298,202409.0,
4299,202409.0,0.046799999999999994
4300,202409.0,
4301,202410.0,0.38
4302,202410.0,
4303,202410.0,1.0252000000000001
4304,202409.0,0.032
4305,202409.0,1.792
4306,202408.0,0.29919999999999997
4307,202408.0,0.032
4308,202408.0,1.5916000000000001
4309,202408.0,0.268
4310,202408.0,
4311,202408.0,0.268
4312,202408.0,0.268
4313,202408.0,0.77
4329,202412.0,1.512
4330,202412.0,
4331,202501.0,1.782
4332,202501.0,0.032
4333,202501.0,1.66706
4334,202501.0,0.322
4335,202501.0,0.08639999999999999
4336,202501.0,0.084
4337,202501.0,0.0945
4338,202501.0,1.612
4339,202501.0,1.824
4340,202501.0,2.072
4341,202501.0,
4342,202502.0,
4343,,
4344,,
4345,202501.0,1.2
4346,202501.0,0.68
4347,202501.0,1.0
4348,202501.0,0.88
4349,202501.0,0.08
4350,202501.0,
4351,202501.0,
4352,202501.0,
4353,202501.0,
4354,202501.0,
4355,202501.0,
4356,202501.0,0.19
4357,202501.0,0.404
4358,,0.227
4359,,1.856
4360,,2.088
4361,,
4961,,
4962,202502.0,0.032
4963,202502.0,0.55
4964,202502.0,0.9688000000000001
4965,202502.0,
4966,202502.0,0.032
4967,202502.0,1.92
4968,202502.0,0.04
4969,202502.0,
4970,,
4971,202502.0,
4972,202502.0,
4973,,1.4
4974,,
4975,,0.5888000000000001
4976,,0.16
4977,,
4978,,0.3864
4979,,0.402
4980,,0.656
4981,,0.416
4982,,0.032
4983,,0.032
4984,,0.1114
4985,,0.968
4986,,0.121
4987,,0.56
4988,,0.032
4989,,0.261
4990,,0.261
4991,,1.056
4992,,1.5064
4993,,0.2152
4994,,0.648
4995,,1.008
4996,,1.008
5187,,0.126
5188,,0.77
5189,,
5190,,0.522
5191,,0.9728
5192,,0.032
5193,,0.3536
5194,,1.5912
5195,,0.3536
5196,,
5197,,0.032
5198,,1.064
5199,,0.032
5200,,0.6574
5201,,0.27
5202,,0.54
5203,,1.21
5204,202408.0,0.19
5205,202408.0,
5206,202408.0,
5207,202408.0,0.19
5208,202408.0,0.54
5209,202408.0,0.232
5210,202409.0,0.56
5211,202409.0,0.402
5212,202409.0,1.206
5213,,0.268
5214,,0.11
5215,,0.55
5216,,0.416
5217,,0.92
5218,202408.0,1.64
5219,202408.0,
5220,202408.0,0.484
5444,202408.0,
5445,202408.0,0.032
5446,202408.0,0.7956
5447,202408.0,1.4144
5448,202408.0,1.428
5449,202408.0,0.238
5450,202408.0,0.756
5451,202408.0,0.648
5452,202408.0,
5453,202408.0,0.119
5454,202408.0,0.246
5455,202408.0,
5456,202408.0,
5457,202408.0,
5458,202408.0,0.144
5459,202408.0,0.054799999999999995
5460,202408.0,0.054799999999999995
5461,202408.0,0.27
5462,202408.0,0.17
5463,202408.0,0.166
5464,202408.0,0.166
5465,202408.0,0.63
5466,202408.0,0.56
5467,202408.0,2.184
5468,202408.0,0.182
5469,202408.0,
5470,202408.0,0.54
5471,202408.0,
5472,202408.0,0.246
5473,202408.0,
5474,202408.0,1.785
5475,202408.0,0.76
5666,202408.0,1.176
5667,202408.0,0.585
5668,202408.0,0.975
5669,202408.0,0.195
5670,202408.0,0.396
5671,202408.0,0.638
5672,202408.0,0.154
5673,202408.0,1.87
5674,202408.0,0.032
5675,202408.0,0.08880000000000002
5676,202408.0,0.1625
5677,202408.0,0.066
5678,202408.0,0.099
5679,202408.0,0.099
5680,202408.0,0.066
5681,202408.0,
5682,202408.0,
5683,202408.0,
5684,202408.0,0.0896
5685,202408.0,0.13439999999999996
5686,202408.0,0.078
5687,202408.0,0.04
5688,202408.0,0.76
5689,202408.0,0.1016
5690,202408.0,0.0508
5691,202408.0,0.246
5692,202408.0,0.0984
5693,202408.0,0.4096
5694,202408.0,0.09240000000000001
5695,202408.0,0.0616
5696,202408.0,0.24
5921,202408.0,0.09
5922,202408.0,0.436
5923,202408.0,0.109
5924,202408.0,
5925,202408.0,
5926,202408.0,
5927,202408.0,
5928,202408.0,0.132
5929,202408.0,0.165
5930,202408.0,0.165
5931,202408.0,0.099
5932,202408.0,0.216
5933,202408.0,1.14
5934,202409.0,0.41
5935,202409.0,0.738
5936,202409.0,0.714
5937,202409.0,0.656
5938,202409.0,
5939,202409.0,0.33
5940,202410.0,0.188
5941,202410.0,0.19
5942,202410.0,
5943,202410.0,
5944,202410.0,
5945,202410.0,0.134
5946,202410.0,0.19
5947,202410.0,0.38
5948,202409.0,0.41
5949,202409.0,
5950,202409.0,0.26
5951,202409.0,0.13
6144,202409.0,0.595
6145,202408.0,0.032
6146,202408.0,0.6731999999999999
6147,202408.0,1.6456
6148,202408.0,1.122
6149,202408.0,1.1967999999999999
6150,202408.0,0.032
6151,202409.0,
6152,202409.0,
6153,202409.0,0.268
6154,202409.0,1.312
6155,202408.0,
6156,202408.0,0.032
6157,202408.0,
6158,202408.0,
6159,202408.0,
6160,202408.0,0.032
6161,202409.0,0.0644
6162,202409.0,0.08159999999999999
6163,202409.0,0.29919999999999997
6164,202409.0,0.374
6165,202409.0,0.5236000000000001
6166,202409.0,0.26180000000000003
6167,202409.0,0.032
6168,202409.0,0.07680000000000001
6169,202409.0,0.016099999999999996
6170,202409.0,0.17760000000000004
6171,202409.0,0.066
6172,202408.0,
6173,202408.0,0.032
6174,202409.0,0.032
6175,202409.0,
6368,202408.0,
6369,202408.0,
6370,202408.0,0.66
6371,202409.0,0.088
6372,202409.0,0.044
6373,202409.0,0.0508
6374,202409.0,0.032
6375,202409.0,0.6188
6376,202409.0,1.72
6377,202409.0,0.032
6378,202409.0,0.6731999999999999
6379,202409.0,1.5708
6380,202409.0,0.099
6381,202409.0,0.032
6382,202409.0,0.208
6383,202409.0,0.23460000000000003
6384,202409.0,0.40079999999999993
6385,202409.0,0.33
6386,202409.0,0.945
6387,202409.0,0.36
6388,202409.0,0.208
6389,202409.0,0.208
6390,202409.0,0.104
